,y,rb?,te?,age,max_ppg,last_pts,3_yr_trail_avg_fppg,hit_rate,Draft Pick,Breakout Age,cdr
976,0,0,1,23.0,,,,,,,7.5
979,0,0,1,24.3,5.9,5.9,5.9,0.0,,19.5,35.2
980,0,0,1,26.0,1.5,1.3,1.4,0.0,,,12.0
982,0,0,1,24.6,10.1,10.1,7.633333333333333,0.0,3.18,,17.4
985,0,0,1,25.3,2.0,0.9,0.9666666666666667,0.0,,21.6,30.6
987,0,0,1,26.1,4.6,,3.05,0.0,7.12,,7.6
988,0,0,1,38.4,8.6,6.7,7.65,0.0,1.32,,10.5
989,0,0,1,27.8,2.1,2.1,1.9333333333333336,0.0,4.18,23.1,15.8
990,0,0,1,24.9,6.3,6.3,6.3,0.0,,,7.1
1002,0,0,1,26.4,6.8,6.6,5.3,0.0,5.21,,9.0
1004,0,0,1,27.9,11.4,6.2,8.833333333333334,0.0,,20.2,19.7
1005,0,0,1,25.7,0.0,,0.0,0.0,,,10.8
1006,0,0,1,30.299999999999997,9.1,3.4,7.166666666666667,0.0,6.09,18.6,17.9
1007,0,0,1,22.8,,,,,,,8.6
1012,0,0,1,23.3,8.1,8.1,8.1,0.0,4.07,,18.0
1015,0,0,1,27.6,5.8,,4.3,0.0,3.04,20.9,23.9
1017,0,0,1,26.5,,,,,,24.7,20.3
1027,0,0,1,24.4,6.5,6.5,6.5,0.0,2.17,21.7,30.7
1029,0,0,1,22.9,3.4,3.4,3.4,0.0,4.37,,11.4
1030,0,0,1,24.2,4.7,4.7,4.7,0.0,,20.5,38.4
1031,0,0,1,27.0,5.7,,4.3,0.0,,21.3,24.1
1035,0,0,1,24.5,0.9,0.0,0.45,0.0,,,11.8
1036,0,0,1,26.7,5.2,5.2,4.5,0.0,6.28,22.0,32.1
1040,0,0,1,22.9,9.6,9.6,7.75,0.0,1.29,20.2,24.6
1042,0,0,1,22.5,,,,,3.32,,4.2
1043,0,0,1,34.8,12.5,9.2,10.866666666666665,0.0,6.06,20.1,30.4
1045,0,0,1,24.2,,,,,,22.5,22.6
1046,0,0,1,28.8,2.5,2.5,1.9666666666666668,0.0,,18.1,66.4
1052,0,0,1,23.1,,,,,2.2,,10.5
1053,0,0,1,23.8,1.8,1.8,1.8,0.0,4.23,,8.8
1058,0,0,1,26.1,13.9,13.9,11.1,0.0,1.1,19.4,18.8
1059,0,0,1,25.1,2.0,2.0,1.0,0.0,5.31,20.4,31.6
1060,0,0,1,27.1,3.3,1.4,1.5666666666666664,0.0,,,9.6
1063,0,0,1,24.7,11.6,11.3,11.45,0.0,1.23,22.0,29.5
1064,0,0,1,22.1,,,,,4.35,,12.3
1066,0,0,1,31.0,5.7,3.2,4.833333333333333,0.0,,,3.9
1072,0,0,1,25.7,6.2,6.2,3.0333333333333337,0.0,7.29,,4.9
1073,1,0,1,25.6,16.0,16.0,11.55,0.5,5.02,21.9,23.2
1075,0,0,1,24.9,5.6,5.6,4.8,0.0,2.12,21.2,31.7
1077,0,0,1,34.2,12.8,8.9,9.233333333333334,0.0,1.31,20.5,16.7
1080,0,0,1,22.8,,,,,,,11.5
1082,0,0,1,25.8,3.9,3.9,3.9,0.0,1.25,,15.6
1086,0,0,1,24.5,10.6,,10.3,0.0,2.04,18.7,20.1
1090,0,0,1,23.0,8.1,8.1,8.1,0.0,4.01,,19.1
1092,0,0,1,20.8,,,,,2.18,,14.0
1093,0,0,1,22.0,,,,,7.1,,13.9
1094,0,0,1,22.4,,,,,2.25,19.7,42.7
1095,0,0,1,25.7,,,,,,,16.6
1097,0,0,1,22.9,,,,,3.11,22.2,32.7
1098,0,0,1,29.1,11.3,10.1,10.166666666666666,0.0,,20.3,23.9
1101,0,0,1,25.5,4.6,4.6,2.8,0.0,,22.8,23.4
1103,0,0,1,23.6,,,,,,,18.1
1108,0,0,1,27.4,3.2,3.2,1.9333333333333333,0.0,5.37,22.6,22.2
1109,0,0,1,32.1,12.1,12.1,9.200000000000001,0.0,3.25,21.4,17.4
1112,0,0,1,37.1,10.2,,9.75,0.0,3.05,20.3,27.0
1115,0,0,1,26.5,6.5,6.5,4.6000000000000005,0.0,3.28,,9.3
1117,0,0,1,24.8,3.1,2.2,2.6500000000000004,0.0,5.1,,14.2
1120,0,0,1,22.2,,,,,,20.5,48.8
1121,0,0,1,25.0,7.0,5.6,6.099999999999999,0.0,5.24,19.3,18.1
1123,0,0,1,32.5,11.8,8.2,10.2,0.0,3.31,22.8,15.9
1128,0,0,1,24.5,1.5,1.5,1.5,0.0,,,13.5
1129,0,0,1,23.8,5.3,5.3,4.4,0.0,3.36,18.0,33.0
1130,0,0,1,27.1,2.8,2.8,2.8,0.0,3.34,23.4,28.2
1134,0,0,1,26.9,12.2,5.6,7.833333333333333,0.0,2.1,18.1,48.3
1136,0,0,1,22.8,4.7,4.7,4.7,0.0,6.37,,14.9
1138,0,0,1,29.0,4.5,3.4,3.466666666666667,0.0,,20.3,18.1
1139,0,0,1,22.4,,,,,3.05,21.7,20.6
1144,0,0,1,22.1,,,,,6.03,,16.7
1152,0,0,1,29.5,13.1,9.5,10.833333333333334,0.0,2.11,,11.5
1155,0,0,1,31.299999999999997,6.9,3.2,4.6000000000000005,0.0,2.15,21.6,27.5
1157,0,0,1,31.5,4.4,4.4,2.866666666666667,0.0,5.28,,13.7
1158,0,0,1,27.8,4.8,4.8,4.266666666666667,0.0,4.36,20.1,21.7
1161,0,0,1,30.9,3.6,3.6,2.466666666666667,0.0,4.07,21.1,14.2
1162,0,0,1,29.4,4.0,2.2,3.366666666666667,0.0,5.25,20.6,15.0
1163,0,0,1,35.0,5.4,1.4,3.6999999999999997,0.0,1.28,21.3,26.1
1166,0,0,1,23.7,6.7,6.7,6.7,0.0,3.22,,18.0
1171,0,0,1,26.7,4.2,4.2,2.1,0.0,,,9.8
1175,0,0,1,25.1,3.7,3.7,2.1666666666666665,0.0,2.23,19.4,48.8
1179,0,0,1,23.6,2.9,2.9,2.9,0.0,2.1,21.9,21.5
1182,0,0,1,27.2,3.6,3.6,2.6,0.0,5.07,19.5,37.6
1188,0,0,1,26.3,3.7,3.7,3.466666666666667,0.0,5.35,20.6,21.2
1190,0,0,1,26.7,4.9,4.5,3.766666666666667,0.0,6.18,21.0,18.8
1191,0,0,1,25.2,4.9,4.9,3.6,0.0,3.32,,6.4
1193,0,0,1,21.5,,,,,1.2,19.8,27.0
1196,0,0,1,24.5,12.1,12.1,9.95,0.0,1.19,,15.2
1200,0,0,1,25.1,,,,,,22.3,18.9
1204,0,0,1,31.4,5.0,4.5,3.8000000000000003,0.0,4.33,,8.2
1206,0,0,1,24.0,6.3,5.0,5.65,0.0,,,12.4
1209,0,0,1,25.1,3.5,3.5,3.5,0.0,,21.4,38.0
1210,0,0,1,24.3,1.7,1.7,1.7,0.0,,21.6,29.6
1211,0,0,1,29.4,6.5,4.2,5.5,0.0,6.33,21.7,38.8
1212,0,0,1,23.4,,,,,7.32,,15.2
1215,0,0,1,27.1,2.9,2.9,2.9,0.0,,19.4,36.1
1216,0,0,1,26.0,1.7,1.7,1.7,0.0,,,7.5
1219,0,0,1,26.3,4.8,3.7,4.266666666666667,0.0,4.4,,18.3
1221,0,0,1,22.5,,,,,,20.7,28.1
1223,0,0,1,21.9,,,,,1.08,21.2,24.0
1224,0,0,1,24.5,,,,,,20.8,22.6
1225,0,0,1,28.7,2.7,2.7,2.7,0.0,,23.0,
1229,0,0,1,23.9,,,,,7.14,21.2,19.6
1233,1,0,1,29.6,18.4,18.4,15.933333333333332,0.6666666666666666,3.01,22.9,27.6
1235,0,0,1,23.7,,,,,4.19,,5.7
1236,0,0,1,27.6,9.1,9.1,7.0,0.0,,21.9,15.4
1237,0,0,1,23.9,,,,,5.19,21.2,19.9
1239,0,0,1,23.8,3.2,3.2,3.2,0.0,5.2,21.1,24.1
1241,0,0,1,28.7,12.3,9.7,8.766666666666667,0.0,1.21,21.0,26.9
1242,0,0,1,26.4,4.7,4.7,3.7000000000000006,0.0,4.12,22.7,15.6
1243,0,0,1,26.6,8.3,1.5,4.166666666666667,0.0,3.21,20.9,11.5
1244,0,0,1,29.0,8.9,8.9,7.3,0.0,2.23,20.2,26.6
1245,0,0,1,35.3,7.6,5.7,6.966666666666666,0.0,1.06,21.6,35.9
1247,0,0,1,30.799999999999997,5.2,3.3,4.033333333333334,0.0,7.01,21.1,19.5
1248,0,0,1,22.9,8.9,8.9,8.9,0.0,4.2,,10.3
1250,0,0,1,26.7,4.3,1.6,2.766666666666666,0.0,,,13.1
1251,0,0,1,28.5,17.5,17.5,15.033333333333333,0.3333333333333333,2.03,21.8,31.8
1252,0,0,1,22.7,,,,,5.03,,15.6
0,0,1,0,22.1,,,,,2.3,19.3,34.8
1,1,1,0,25.5,19.7,19.7,14.0,0.3333333333333333,5.39,18.8,47.0
3,0,1,0,35.2,11.8,9.8,9.833333333333334,0.0,1.07,19.5,42.7
6,0,1,0,23.9,1.6,1.6,1.6,0.0,,,10.1
7,0,1,0,26.0,1.9,1.2,1.0333333333333332,0.0,6.08,,3.2
8,0,1,0,25.8,11.4,,11.15,0.0,5.34,19.0,29.9
9,0,1,0,21.9,5.3,5.3,5.3,0.0,3.38,19.2,28.7
12,0,1,0,31.5,6.2,0.4,4.066666666666667,0.0,6.03,20.7,50.0
14,1,1,0,24.9,23.2,17.8,20.166666666666668,1.0,3.03,20.1,23.3
15,0,1,0,27.0,8.9,2.8,4.033333333333334,0.0,2.22,19.2,34.6
18,0,1,0,27.0,3.8,3.8,2.5666666666666664,0.0,6.01,,5.7
20,0,1,0,21.8,,,,,4.18,20.1,22.4
21,0,1,0,31.5,3.4,1.3,2.433333333333333,0.0,5.05,,3.4
24,0,1,0,21.9,,,,,3.02,21.2,17.4
26,0,1,0,24.0,,,,,,20.3,17.4
27,1,1,0,25.0,19.3,19.3,12.833333333333334,0.3333333333333333,,18.3,45.7
29,0,1,0,23.8,,,,,,21.1,23.6
32,0,1,0,22.3,5.3,5.3,5.3,0.0,4.2,18.5,38.6
36,0,1,0,23.7,7.2,7.2,7.2,0.0,7.18,19.9,14.9
38,0,1,0,25.1,10.8,10.8,5.4,0.0,6.27,22.4,23.3
44,0,1,0,24.6,6.7,6.7,4.033333333333334,0.0,5.12,18.8,34.2
47,0,1,0,24.2,0.3,0.3,0.3,0.0,,20.4,17.8
50,0,1,0,26.9,2.9,2.9,2.3333333333333335,0.0,,20.1,29.9
51,0,1,0,26.0,4.2,3.6,3.4333333333333336,0.0,3.27,21.3,26.2
53,0,1,0,20.9,,,,,2.2,18.2,39.8
55,0,1,0,29.7,14.6,9.6,10.4,0.0,2.25,21.0,29.8
59,0,1,0,24.1,8.3,8.3,6.1000000000000005,0.0,4.34,18.4,34.1
60,1,1,0,25.7,15.5,15.5,13.266666666666666,0.3333333333333333,7.31,22.0,14.6
66,0,1,0,29.6,15.3,8.5,11.0,0.3333333333333333,5.21,19.9,17.7
67,1,1,0,24.0,29.3,29.3,22.566666666666666,0.6666666666666666,1.08,19.2,50.7
71,0,1,0,21.1,,,,,1.32,19.4,17.9
72,0,1,0,29.2,6.0,2.0,4.466666666666667,0.0,1.29,21.5,17.1
73,0,1,0,25.6,7.2,-2.0,3.9,0.0,,18.8,33.1
75,0,1,0,24.0,,,,,,20.2,29.7
77,0,1,0,21.4,,,,,2.03,19.6,21.1
78,0,1,0,24.3,1.9,1.9,1.9,0.0,,20.5,16.2
79,0,1,0,24.1,10.7,,8.5,0.0,3.25,19.4,36.5
80,0,1,0,26.5,4.6,0.0,2.3,0.0,,19.8,18.8
81,1,1,0,24.8,20.9,20.9,17.03333333333333,0.6666666666666666,2.09,19.1,38.8
84,0,1,0,23.3,1.2,1.2,1.2,0.0,3.23,20.6,14.7
91,0,1,0,26.1,4.7,4.7,2.35,0.0,,21.3,17.2
92,0,1,0,23.0,,,,,,21.3,15.7
94,0,1,0,25.1,7.5,7.5,6.45,0.0,,22.4,21.5
95,0,1,0,22.8,2.5,2.5,2.5,0.0,3.06,20.0,33.9
99,0,1,0,21.9,,,,,3.29,20.2,31.5
100,0,1,0,23.3,3.2,3.2,3.2,0.0,6.41,21.6,24.7
104,0,1,0,28.5,15.3,11.8,13.366666666666667,0.3333333333333333,3.22,19.7,43.2
105,1,1,0,23.0,10.7,10.7,10.7,0.0,3.09,20.2,30.5
110,0,1,0,27.3,7.6,7.6,4.8999999999999995,0.0,5.04,21.5,23.4
113,0,1,0,21.7,,,,,4.38,21.0,26.5
118,1,1,0,26.4,19.6,19.6,13.533333333333333,0.3333333333333333,2.14,20.7,43.5
122,0,1,0,22.7,12.3,12.3,12.3,0.0,3.1,19.0,36.1
123,0,1,0,23.7,8.0,8.0,8.0,0.0,,21.9,25.5
124,0,1,0,28.2,14.3,14.1,11.799999999999999,0.0,4.03,19.5,17.8
125,0,1,0,28.0,7.0,1.4,4.633333333333334,0.0,4.38,22.3,40.1
127,0,1,0,23.4,0.6,0.6,0.6,0.0,6.21,21.7,21.5
128,0,1,0,29.7,12.3,4.4,8.9,0.0,5.18,18.9,35.2
131,0,1,0,25.3,2.9,2.9,2.35,0.0,,19.5,29.1
135,0,1,0,26.7,13.5,9.6,10.366666666666667,0.0,3.13,19.0,33.0
136,0,1,0,26.1,3.8,1.5,2.3000000000000003,0.0,7.15,20.4,20.1
139,0,1,0,21.7,,,,,,,13.6
142,0,1,0,26.8,4.6,0.8,2.3666666666666667,0.0,,21.1,31.1
144,0,1,0,24.9,21.8,19.5,20.533333333333335,1.0,1.04,19.1,37.8
147,0,1,0,37.1,10.8,6.3,8.133333333333335,0.0,3.01,20.3,26.4
149,0,1,0,22.6,,,,,,,6.6
154,0,1,0,28.5,9.5,4.3,7.266666666666667,0.0,2.05,19.8,35.6
156,0,1,0,25.1,8.0,5.8,6.9,0.0,,22.4,26.4
159,0,1,0,24.7,7.5,5.2,6.35,0.0,4.26,20.0,33.9
160,0,1,0,26.8,8.1,5.6,4.666666666666667,0.0,,,10.2
161,0,1,0,22.4,,,,,,18.7,19.1
162,0,1,0,21.5,,,,,2.23,18.7,28.4
163,0,1,0,23.7,,,,,,,12.8
169,0,1,0,25.5,1.5,1.5,1.5,0.0,,,0.2
171,0,1,0,26.6,9.8,5.2,6.833333333333333,0.0,,18.9,22.6
174,0,1,0,25.2,10.5,10.5,9.0,0.0,4.28,17.4,36.4
175,0,1,0,25.1,21.2,14.6,12.333333333333334,0.3333333333333333,3.41,18.3,34.4
176,1,1,0,21.8,,,,,,19.1,48.7
178,0,1,0,28.3,17.3,12.8,13.233333333333334,0.3333333333333333,4.3,18.6,27.1
181,0,1,0,22.1,,,,,5.27,20.4,32.5
182,0,1,0,21.8,,,,,,21.1,19.9
187,0,1,0,23.9,9.9,8.1,9.0,0.0,5.28,19.1,23.9
188,0,1,0,24.5,7.4,5.9,6.65,0.0,,19.8,34.6
189,0,1,0,22.9,,,,,,19.2,19.3
192,0,1,0,24.4,0.4,,0.4,0.0,5.18,19.7,41.4
197,1,1,0,23.9,17.4,14.1,13.866666666666667,0.3333333333333333,2.16,19.1,24.7
208,1,1,0,21.4,,,,,2.09,18.6,41.8
209,0,1,0,22.7,,,,,,19.9,30.8
210,0,1,0,26.3,8.1,8.1,4.25,0.0,5.18,19.6,25.4
211,0,1,0,25.6,12.5,12.4,12.033333333333333,0.0,5.11,18.8,29.3
214,0,1,0,25.9,4.6,4.2,4.4,0.0,5.32,23.1,24.8
216,0,1,0,23.6,6.7,0.6,3.65,0.0,,19.9,21.3
219,1,1,0,22.3,14.7,14.7,14.7,0.0,1.24,,13.9
223,0,1,0,22.5,,,,,4.06,20.8,33.2
224,0,1,0,22.5,3.1,3.1,3.1,0.0,4.11,19.8,21.7
227,0,1,0,24.1,7.6,4.5,6.05,0.0,7.33,18.4,30.7
230,0,1,0,24.4,4.3,4.3,3.95,0.0,4.31,20.7,20.6
232,0,1,0,24.8,20.9,12.7,17.333333333333332,0.6666666666666666,3.22,18.1,28.7
234,0,1,0,23.1,,,,,3.12,18.3,40.4
239,0,1,0,31.1,1.7,0.7,1.0999999999999999,0.0,6.14,22.4,28.3
243,0,1,0,26.3,15.2,15.2,12.166666666666666,0.3333333333333333,3.1,19.6,13.2
245,0,1,0,22.9,13.9,10.6,12.25,0.0,2.11,19.2,35.8
248,0,1,0,23.9,2.4,2.4,2.4,0.0,,20.2,16.2
252,0,1,0,29.1,5.4,4.2,4.7,0.0,4.33,,15.0
255,0,1,0,29.1,12.3,,12.2,0.0,4.02,19.4,27.8
256,0,1,0,22.3,,,,,4.14,19.6,22.2
259,0,1,0,30.4,9.8,9.8,9.233333333333333,0.0,6.13,20.6,34.7
260,0,1,0,28.3,22.8,14.2,18.5,0.5,2.16,18.5,45.1
262,0,1,0,31.9,16.5,9.1,11.566666666666668,0.3333333333333333,2.21,19.2,47.1
264,0,1,0,25.4,17.7,17.3,16.7,1.0,1.04,19.6,38.8
265,0,1,0,23.5,,,,,,20.8,33.7
268,0,1,0,27.4,4.5,4.5,4.1000000000000005,0.0,,18.7,20.6
273,0,1,0,30.4,17.4,15.9,15.066666666666665,0.6666666666666666,1.28,18.7,32.8
275,0,1,0,24.2,14.5,12.8,11.566666666666668,0.0,4.37,18.5,29.8
279,0,1,0,25.3,11.6,8.6,8.9,0.0,,19.5,21.8
285,0,1,0,27.1,22.6,15.1,18.566666666666666,1.0,1.15,20.4,47.1
288,0,1,0,21.5,,,,,,19.8,31.0
289,0,1,0,24.8,10.0,10.0,5.55,0.0,,19.1,19.8
290,0,1,0,28.3,1.6,0.0,0.7000000000000001,0.0,5.32,,3.3
291,0,1,0,27.3,9.1,2.4,6.733333333333332,0.0,4.27,20.5,23.6
292,0,1,0,27.3,9.1,2.4,6.733333333333332,0.0,,18.3,39.0
296,0,1,0,23.1,13.5,13.5,13.5,0.0,2.21,21.4,21.1
298,1,1,0,23.3,4.5,4.5,4.5,0.0,7.2,18.6,33.5
301,0,1,0,23.8,,,,,,,5.7
303,1,1,0,24.4,15.9,15.9,14.05,0.5,2.03,18.7,31.7
304,0,1,0,23.5,10.1,6.6,8.35,0.0,4.04,20.8,22.6
307,0,1,0,24.8,8.3,8.3,8.3,0.0,,22.1,30.1
310,0,1,0,25.9,9.4,7.2,7.8999999999999995,0.0,,21.2,30.9
312,0,1,0,25.9,14.9,12.4,13.65,0.0,,21.1,38.4
314,0,1,0,23.7,5.1,5.1,5.1,0.0,5.14,19.0,26.3
315,0,1,0,28.1,11.1,11.1,5.8999999999999995,0.0,,,12.3
316,0,1,0,24.3,8.4,8.4,6.9,0.0,1.27,20.6,50.1
318,0,1,0,22.2,,,,,7.31,,12.5
319,0,1,0,24.4,3.3,3.3,3.3,0.0,,,11.0
321,0,1,0,29.9,13.0,7.8,9.0,0.0,6.22,19.2,28.0
323,0,1,0,22.0,,,,,,18.2,23.1
329,0,1,0,24.3,,,,,,20.5,25.6
330,0,1,0,24.3,,,,,,,14.9
333,0,1,0,22.8,10.4,10.4,6.9,0.0,2.06,18.1,33.4
337,0,1,0,24.3,8.9,8.9,8.05,0.0,3.07,18.5,30.4
340,0,1,0,24.4,0.4,0.4,0.4,0.0,,20.7,37.4
342,0,1,0,21.4,,,,,,20.7,24.2
343,0,1,0,24.7,8.3,1.6,3.8666666666666667,0.0,4.07,19.0,27.8
344,0,1,0,23.3,24.0,18.8,21.4,1.0,1.02,18.6,32.2
345,0,1,0,22.7,,,,,,20.9,21.8
346,0,1,0,28.7,0.9,0.7,0.5333333333333333,0.0,,21.0,18.3
347,0,1,0,22.5,,,,,,21.8,18.5
353,0,1,0,25.3,10.7,9.6,10.149999999999999,0.0,1.31,20.6,27.5
361,0,1,0,26.7,12.4,7.4,9.533333333333333,0.0,2.04,18.9,22.5
362,0,1,0,31.9,3.0,3.0,1.2333333333333334,0.0,4.28,21.1,41.2
364,0,1,0,24.9,14.6,10.1,11.233333333333334,0.0,4.13,18.1,40.8
367,0,1,0,29.2,5.6,3.4,4.066666666666667,0.0,1.08,19.5,26.3
372,0,1,0,27.2,12.1,9.7,11.0,0.0,3.09,20.4,43.2
373,0,1,0,29.1,9.6,,8.95,0.0,6.31,21.3,21.5
378,0,1,0,25.8,26.2,14.5,22.099999999999998,0.6666666666666666,1.1,18.1,33.2
380,0,1,0,25.5,0.2,0.2,0.2,0.0,,21.8,12.1
381,0,1,0,21.5,,,,,,20.8,15.9
382,0,1,0,23.1,6.2,6.2,6.2,0.0,4.26,,13.2
385,0,1,0,21.8,5.6,5.6,5.6,0.0,6.31,19.1,19.2
386,0,1,0,22.6,,,,,6.09,18.9,34.5
390,0,1,0,25.9,4.1,0.0,2.05,0.0,6.3,21.1,36.2
391,0,1,0,25.4,3.3,3.3,3.0,0.0,,18.7,18.7
396,0,1,0,26.5,0.9,0.9,0.9,0.0,,21.8,25.8
397,0,1,0,22.7,4.0,4.0,4.0,0.0,6.13,19.0,17.0
398,0,1,0,27.4,11.4,2.3,6.533333333333334,0.0,3.3,20.6,18.0
400,0,1,0,26.7,3.2,0.6,1.5,0.0,4.21,20.9,35.1
402,0,1,0,25.7,8.1,5.4,5.633333333333333,0.0,4.34,20.9,21.4
403,0,1,0,26.3,9.0,2.1,5.633333333333334,0.0,5.14,21.6,22.3
405,0,1,0,22.8,,,,,,18.0,28.6
409,0,1,0,22.5,,,,,3.22,19.7,35.7
411,1,0,0,22.9,13.6,13.6,13.6,0.0,2.19,20.2,32.6
412,0,0,0,31.799999999999997,16.6,,15.4,0.5,1.04,20.1,42.2
419,0,0,0,26.9,11.8,7.2,9.0,0.0,,,9.4
420,1,0,0,29.8,19.1,11.4,15.166666666666666,0.3333333333333333,,20.0,45.9
423,0,0,0,24.0,,,,,,22.3,20.7
424,0,0,0,27.6,6.0,6.0,3.5,0.0,,21.8,27.9
427,0,0,0,24.5,9.3,9.3,5.5,0.0,,19.7,33.1
428,1,0,0,26.8,15.9,15.9,10.133333333333333,0.3333333333333333,2.29,19.0,37.9
429,0,0,0,30.299999999999997,14.3,13.6,13.266666666666667,0.0,2.13,19.6,39.7
431,0,0,0,26.0,15.4,15.4,13.700000000000001,0.3333333333333333,1.04,18.2,47.2
438,0,0,0,32.4,1.5,0.4,0.6333333333333333,0.0,3.24,18.7,46.1
440,0,0,0,23.5,3.2,3.2,3.2,0.0,2.3,19.8,52.2
443,0,0,0,25.6,8.0,8.0,8.0,0.0,2.19,21.9,39.9
446,0,0,0,31.9,22.0,16.1,19.900000000000002,1.0,6.26,19.2,32.8
447,0,0,0,23.4,8.1,4.2,6.15,0.0,4.05,18.7,
448,0,0,0,22.1,,,,,4.36,19.4,40.5
451,0,0,0,23.0,0.9,0.9,0.9,0.0,,18.3,60.9
452,0,0,0,23.3,8.5,8.5,5.0,0.0,7.35,19.6,37.4
453,0,0,0,26.4,3.4,1.0,2.2,0.0,,21.7,46.8
454,0,0,0,22.7,,,,,,,11.2
458,0,0,0,29.0,5.5,5.5,5.066666666666666,0.0,,21.2,28.4
462,1,0,0,26.7,16.2,8.4,12.766666666666666,0.3333333333333333,1.2,18.9,38.9
463,1,0,0,22.2,,,,,1.25,21.5,40.6
469,0,0,0,24.7,4.0,,4.0,0.0,,22.0,25.3
471,0,0,0,27.2,3.7,3.7,2.2,0.0,,20.5,38.6
472,0,0,0,24.7,1.0,1.0,1.0,0.0,6.36,21.9,28.1
476,0,0,0,26.7,9.9,9.9,5.900000000000001,0.0,1.26,20.0,36.6
483,0,0,0,21.5,,,,,3.17,17.8,48.4
486,0,0,0,26.5,3.9,3.9,3.9,0.0,,22.8,37.7
487,0,0,0,26.5,2.5,2.5,2.5,0.0,,21.7,23.4
489,1,0,0,25.4,15.0,15.0,13.95,0.0,1.26,20.7,30.1
491,0,0,0,24.4,1.6,1.6,1.6,0.0,,,5.6
492,0,0,0,24.4,2.0,,2.0,0.0,,,13.5
495,0,0,0,21.1,,,,,1.17,19.4,38.1
496,0,0,0,26.0,3.0,3.0,2.8,0.0,,,11.1
497,0,0,0,25.4,3.1,,3.1,0.0,4.35,21.6,35.2
501,0,0,0,21.9,,,,,2.17,21.2,33.4
503,0,0,0,27.6,9.7,9.7,7.033333333333334,0.0,3.12,20.9,29.3
505,1,0,0,24.3,19.6,19.6,12.4,0.3333333333333333,3.2,19.5,34.9
507,0,0,0,31.6,12.2,2.1,7.133333333333333,0.0,,,15.6
510,0,0,0,27.0,5.1,1.0,3.0666666666666664,0.0,4.09,20.2,23.7
512,0,0,0,24.0,2.9,2.9,2.9,0.0,,,16.5
513,0,0,0,23.5,12.8,12.8,11.55,0.0,2.15,18.8,36.8
516,0,0,0,26.5,3.3,3.3,3.3,0.0,,,3.7
519,0,0,0,31.1,12.1,12.1,9.200000000000001,0.0,,21.4,22.4
520,0,0,0,22.7,,,,,5.2,21.0,25.3
521,0,0,0,27.0,16.9,16.9,15.199999999999998,0.6666666666666666,3.05,20.2,40.4
524,0,0,0,25.4,11.5,7.7,8.5,0.0,1.05,18.7,51.6
526,0,0,0,24.6,13.9,13.9,11.2,0.0,2.08,19.9,36.9
528,0,0,0,23.8,10.7,10.7,8.433333333333332,0.0,2.08,20.1,29.0
530,0,0,0,23.7,14.9,14.9,8.9,0.0,2.29,20.0,25.3
532,0,0,0,23.1,15.4,15.4,12.600000000000001,0.5,1.24,18.4,53.3
533,1,0,0,22.5,11.6,11.6,11.6,0.0,2.32,19.7,26.4
535,0,0,0,25.2,6.0,5.3,5.65,0.0,4.13,19.5,25.4
537,0,0,0,27.3,6.5,6.5,3.6666666666666665,0.0,,20.6,12.5
538,0,0,0,25.1,5.5,4.2,4.85,0.0,6.01,22.4,24.3
542,0,0,0,34.6,9.4,9.4,9.066666666666668,0.0,,,16.1
543,0,0,0,24.6,8.6,3.8,6.199999999999999,0.0,2.12,20.9,31.6
546,0,0,0,23.4,12.1,12.1,12.1,0.0,5.33,20.7,25.4
547,0,0,0,22.6,,,,,5.28,18.9,36.5
549,0,0,0,24.6,-0.2,-0.2,-0.2,0.0,,20.8,35.2
551,0,0,0,24.4,,,,,5.22,19.7,36.8
552,1,0,0,27.4,21.8,17.6,18.433333333333334,1.0,2.21,19.7,40.7
553,0,0,0,25.4,7.8,4.6,6.199999999999999,0.0,7.08,19.6,39.1
559,0,0,0,27.1,3.3,1.6,2.45,0.0,,20.4,43.2
560,1,0,0,28.0,20.8,17.8,19.766666666666666,1.0,1.27,18.2,39.3
563,0,0,0,21.9,,,,,,,13.3
564,0,0,0,33.5,18.4,18.4,13.633333333333333,0.3333333333333333,2.18,18.8,32.1
565,0,0,0,27.4,15.4,15.4,10.299999999999999,0.3333333333333333,1.14,19.6,46.3
567,0,0,0,26.5,10.8,10.2,10.2,0.0,4.03,22.8,38.2
568,0,0,0,24.4,12.5,12.5,12.5,0.0,2.04,20.6,41.3
570,0,0,0,25.7,6.7,6.7,5.3999999999999995,0.0,4.28,20.0,26.6
574,0,0,0,22.6,,,,,2.27,19.9,42.3
575,0,0,0,23.8,1.9,1.9,1.9,0.0,6.11,21.1,27.1
576,0,0,0,22.7,6.8,6.8,5.85,0.0,,19.9,30.6
579,0,0,0,25.6,9.1,,9.1,0.0,,,11.8
580,0,0,0,22.7,,,,,3.28,22.0,32.5
585,0,0,0,31.6,11.7,,11.7,0.0,1.24,18.8,62.5
588,0,0,0,21.8,,,,,6.33,,14.8
590,0,0,0,23.6,9.8,9.8,9.8,0.0,3.02,20.8,34.0
591,0,0,0,28.2,0.5,0.5,0.5,0.0,,21.5,28.8
593,0,0,0,21.3,,,,,6.08,19.5,25.1
594,0,0,0,26.8,8.3,1.5,5.400000000000001,0.0,3.26,18.1,32.1
596,0,0,0,31.299999999999997,9.5,4.3,6.766666666666667,0.0,,21.6,21.2
601,0,0,0,32.7,0.7,0.6,0.4333333333333333,0.0,6.11,22.0,32.9
