,y,starter,age,max_pts,last_pts,3_yr_trail_avg_fppg,hit_rate,Draft Pick,breakout_age,konami,supporting_cast,games_played_rate
39,0,0,38.9,214.5,214.5,14.733333333333334,0.0,3.16,,0.16987179487179485,0.09808106330000001,0.5416666666666666
40,0,1,21.3,,,,,1.1,18.6,,1.1380384197,
41,0,0,23.4,,,,,4.29,19.6,,1.4347483159,
42,0,1,29.799999999999997,312.0,291.2,18.833333333333332,0.5,4.07,21.0,0.2708333333333333,0.950096483,1.0
43,0,0,22.2,,,,,,18.5,,1.1435146175,
44,0,0,23.2,,,,,4.08,,,1.4860026805,
45,0,0,21.4,,,,,1.32,18.7,,0.3011904777,
46,0,1,24.6,268.5,225.0,16.900000000000002,0.0,1.02,18.9,0.2111111111111111,0.391666609,0.875
47,0,0,31.6,150.3,,6.550000000000001,0.0,1.05,21.8,0.0,0.35202614,0.15625
48,0,0,27.7,84.7,,6.7,0.0,4.01,20.0,0.0,1.2658407537,0.3125
49,0,0,36.1,72.0,4.4,5.2,0.0,7.16,,0.0,0.248624697,0.2916666666666667
50,1,1,33.1,350.4,240.0,17.466666666666665,0.25,1.03,20.3,0.0,1.240182599,1.0
51,0,0,37.0,30.6,,7.7,0.0,3.27,21.2,0.0,1.240182599,0.15625
52,0,1,30.299999999999997,302.4,280.0,18.133333333333333,0.25,1.01,19.6,0.0625,0.248624697,1.0
53,0,0,28.5,166.4,38.8,9.833333333333334,0.0,3.11,21.7,0.0,1.1380384197,0.375
54,0,1,23.8,139.2,139.2,11.6,0.0,1.02,22.0,0.16666666666666666,0.210312202,0.75
55,0,0,24.7,7.6,7.6,7.6,0.0,6.12,19.9,0.0,0.613854431,0.0625
56,0,0,24.1,15.2,15.2,3.8,0.0,5.28,21.3,0.0,0.1514303575,0.25
57,0,0,29.4,129.6,35.7,9.533333333333333,0.0,3.25,20.6,0.030303030303030304,0.613854431,0.4166666666666667
58,0,0,23.2,,,,,,20.5,,0.0572145041,
59,1,1,22.7,11.4,11.4,11.4,0.0,1.1,19.0,0.0,1.882310745,0.0625
60,0,1,36.5,292.8,280.0,17.766666666666666,0.0,1.04,18.7,0.0,1.7302943713,1.0
61,0,0,28.299999999999997,213.2,,15.149999999999999,0.0,1.02,18.6,0.2,0.3011904777,0.5625
62,1,1,29.5,355.2,355.2,20.3,0.75,3.12,19.8,0.10416666666666667,0.39660931,1.0
63,0,0,35.5,300.8,76.8,14.200000000000001,0.25,7.36,20.8,0.041666666666666664,0.9871694123,0.75
64,0,1,29.9,291.2,,16.05,0.0,1.08,22.1,0.06971153846153846,0.3597320288,0.90625
65,0,0,30.6,226.5,27.0,14.5,0.0,1.01,19.8,0.0,1.1380384197,0.6458333333333334
66,0,1,21.0,,,,,1.03,19.3,,0.09808106330000001,
67,0,0,26.1,5.0,5.0,0.6333333333333333,0.0,3.25,20.4,0.0,2.7133516,0.14583333333333334
68,0,0,25.2,0.6,0.6,0.6,0.0,,19.5,0.0,1.1435146175,0.0625
69,0,0,25.6,208.0,-1.3,5.85,0.0,1.32,18.8,0.09375,2.4631804674,0.53125
70,0,1,40.8,352.0,299.2,20.733333333333334,0.25,6.33,21.1,0.0625,0.6030633473,0.9166666666666666
71,0,0,28.799999999999997,274.4,226.5,17.633333333333333,0.0,6.15,20.1,0.31746031746031744,0.979294445,0.9166666666666666
0,0,0,28.7,57.4,0.2,0.7000000000000001,0.0,5.24,21.0,0.0,1.411583048,0.22916666666666666
1,0,1,35.5,382.4,308.8,20.866666666666664,0.8,1.24,19.8,0.125,1.6655400967,0.8875
2,0,0,31.6,8.0,,,0.0,,,,1.1231145789,0.0625
3,0,1,31.6,268.8,185.9,15.866666666666667,0.0,2.03,20.9,0.08333333333333333,1.1498790899,0.9
4,0,1,24.1,250.6,250.6,17.9,0.0,1.01,18.4,0.0,1.769267342,0.875
5,0,1,37.3,348.8,348.8,19.433333333333334,0.4,1.11,19.5,0.0863095238095238,0.7269112773999999,0.9125
6,0,0,27.4,332.8,184.6,15.933333333333332,0.2,1.03,20.7,0.12980769230769232,2.2585922193,0.9375
7,0,0,26.7,,,,,6.26,21.0,,0.2987871706,
8,0,0,26.0,133.1,,6.0,0.0,5.11,19.2,0.09090909090909091,0.785084413,0.46875
9,0,0,33.6,173.8,-0.5,6.666666666666667,0.0,,,0.03333333333333333,0.5689515514,0.575
10,0,1,30.1,398.4,291.2,19.333333333333332,0.4,1.01,21.3,0.33134920634920634,0.9395197313,0.9375
11,0,1,26.4,280.8,198.0,17.833333333333332,0.0,1.02,21.7,0.041666666666666664,0.778733767,0.8333333333333334
12,0,1,31.299999999999997,243.0,230.4,14.266666666666666,0.0,,19.6,0.09722222222222222,0.2406214888,0.6
13,0,0,32.7,31.6,31.6,2.766666666666667,0.0,,19.9,0.0,0.8752547502,0.125
14,0,0,32.8,66.0,30.3,10.1,0.0,3.21,20.0,0.0,0.2406214888,0.20833333333333334
15,1,1,25.8,291.2,289.6,17.8,0.0,4.37,20.1,0.375,1.3672748755,1.0
16,0,0,22.0,,,,,1.06,19.3,,1.1231145789,
17,0,0,23.8,,,,,,20.1,,0.90746441,
18,0,1,28.2,284.8,224.0,15.266666666666666,0.0,2.04,20.4,0.020833333333333332,0.9405057676,0.975
19,1,1,23.7,340.8,340.8,23.0,0.5,1.12,20.0,0.29910714285714285,1.411583048,0.71875
20,0,0,23.1,,,,,,,,0.7269112773999999,
21,0,1,40.4,347.2,307.5,19.7,0.8,2.01,19.6,0.1722222222222222,1.8311776282999999,0.975
22,0,0,21.6,,,,,2.1,18.8,,0.2987871706,
23,0,0,22.1,,,,,1.15,21.3,,0.2406214888,
24,0,1,38.4,300.8,244.8,14.566666666666668,0.2,1.01,20.7,0.04305555555555555,1.1231145789,0.9875
25,0,0,23.0,,,,,6.05,21.3,,0.8273158045,
26,0,0,27.9,1.6,1.6,1.6,0.0,6.38,22.1,0.0,1.769267342,0.0625
27,0,1,26.5,212.8,-0.8,7.500000000000001,0.0,3.29,21.7,0.19444444444444442,0.5689515514,0.4791666666666667
28,1,1,25.4,286.4,210.1,17.366666666666667,0.0,1.01,19.7,0.07677738927738928,1.4759710513000002,0.875
29,0,1,24.6,318.4,318.4,15.333333333333334,0.3333333333333333,1.01,18.9,0.1115079365079365,2.2585922193,0.7916666666666666
30,0,0,22.8,,,,,4.31,19.1,,0.4814857578,
31,0,0,26.1,84.8,84.8,10.6,0.0,6.32,18.4,0.25,0.90746441,0.5
32,0,1,27.6,91.8,48.9,12.466666666666669,0.0,2.3,19.8,0.05555555555555555,1.2251278941,0.3
33,0,1,34.4,275.2,143.1,14.6,0.0,1.18,21.6,0.0625,0.2987871706,0.8375
34,0,1,23.0,218.4,218.4,18.2,0.0,1.07,20.3,0.6666666666666666,0.5556589212,0.75
35,0,0,39.9,214.5,24.8,11.299999999999999,0.0,3.16,,0.12820512820512822,0.778733767,0.5125
36,0,0,22.3,124.6,124.6,8.9,0.0,1.1,18.6,0.0,0.8038293556999999,0.875
37,0,1,30.799999999999997,312.0,286.4,18.533333333333335,0.4,4.07,21.0,0.1875,1.1433455532,0.875
38,0,0,23.2,26.6,26.6,13.3,0.0,,18.5,0.5,0.9395197313,0.125
39,0,1,21.8,,,,,1.01,21.1,,0.785084413,
40,1,1,22.4,160.0,160.0,10.0,0.0,1.32,18.7,0.3125,0.5752644051,1.0
41,0,0,24.4,,,,,6.25,19.7,,0.3020582951,
42,0,1,25.6,268.5,183.4,15.333333333333334,0.0,1.02,18.9,0.2031746031746032,0.851660339,0.875
43,0,0,23.9,,,,,3.12,20.1,,0.7269112773999999,
44,0,0,28.7,84.7,21.1,16.6,0.0,4.01,20.0,0.0,0.5556589212,0.1875
45,0,0,34.8,57.6,,13.0,0.0,,22.1,0.0,1.806034975,0.171875
46,0,1,34.1,356.8,356.8,19.733333333333334,0.4,1.03,20.3,0.0625,1.207519497,1.0
47,0,0,38.0,30.6,0.0,0.05,0.0,3.27,21.2,0.0,1.207519497,0.140625
48,0,1,31.299999999999997,302.4,222.4,16.466666666666665,0.2,1.01,19.6,0.041666666666666664,0.90746441,1.0
49,0,0,29.5,166.4,11.0,7.3999999999999995,0.0,3.11,21.7,0.0,0.9405057676,0.325
50,0,1,24.8,267.4,267.4,15.350000000000001,0.0,1.02,22.0,0.19047619047619047,0.8752547502,0.8125
51,0,1,30.4,129.6,79.0,11.633333333333335,0.0,3.25,20.6,0.0,0.8273158045,0.4125
52,0,0,24.2,131.2,131.2,16.4,0.0,,20.5,0.0,1.2251278941,0.5
53,0,1,23.7,427.2,427.2,19.05,0.5,1.1,19.0,0.0625,1.806034975,0.53125
54,0,1,37.5,292.8,286.4,17.633333333333333,0.0,1.04,18.7,0.0,2.454905589,1.0
55,0,0,29.299999999999997,213.2,0.8,7.15,0.0,1.02,18.6,0.2,0.5752644051,0.453125
56,1,1,30.5,355.2,304.0,19.466666666666665,0.8,3.12,19.8,0.08333333333333333,1.3292676854,1.0
57,0,0,24.4,,,,,4.02,21.7,,1.1498790899,
58,0,1,36.5,300.8,176.0,15.266666666666666,0.2,7.36,20.8,0.08333333333333333,0.8038293556999999,0.7
59,0,0,29.5,,,,,,22.8,,1.4759710513000002,
60,0,0,30.9,291.2,148.5,14.45,0.0,1.08,22.1,0.038461538461538464,0.851660339,0.875
61,0,1,22.0,183.3,183.3,14.1,0.0,1.03,19.3,0.07692307692307693,0.3020582951,0.8125
62,0,0,27.1,5.0,0.0,0.2333333333333333,0.0,3.25,20.4,0.0,1.1433455532,0.15625
63,0,0,26.6,208.0,8.4,0.4,0.0,1.32,18.8,0.0,1.8311776282999999,0.53125
64,0,0,24.7,,,,,,,,1.6655400967,
65,0,1,41.8,352.0,291.2,19.46666666666667,0.2,6.33,21.1,0.041666666666666664,0.4814857578,0.95
66,0,0,23.8,,,,,6.24,21.0,,0.5752644051,
67,0,0,27.4,196.0,,13.35,0.0,,21.7,0.045454545454545456,0.3020582951,0.5416666666666666
68,0,0,29.799999999999997,274.4,43.6,14.733333333333333,0.0,6.15,20.1,0.3055555555555556,2.454905589,0.6125
69,0,0,24.2,,,,,3.36,22.4,,0.9395197313,
0,0,0,29.7,57.4,17.8,3.4333333333333336,0.0,5.24,21.0,0.16666666666666666,1.1363971377,0.203125
1,1,1,36.5,382.4,276.8,18.666666666666668,0.6666666666666666,1.24,19.8,0.0625,1.6447431918,0.90625
2,0,0,36.1,300.0,,17.15,0.0,1.01,19.3,0.08333333333333334,0.1972780629,0.8875
3,0,0,32.6,268.8,213.2,15.733333333333333,0.0,2.03,20.9,0.10256410256410257,1.081859506,0.8854166666666666
4,0,1,25.1,250.6,248.0,16.7,0.0,1.01,18.4,0.09375,1.3971281353,0.9375
5,0,0,23.5,,,,,7.17,,,1.081859506,
6,0,1,38.3,348.8,13.8,15.566666666666665,0.3333333333333333,1.11,19.5,0.0625,0.462750911,0.78125
7,0,0,30.6,136.8,,8.85,0.0,1.1,19.9,0.0,2.5155224836,0.35
8,0,0,27.7,34.5,34.5,11.5,0.0,6.26,21.0,0.0,1.3433576617,0.1875
9,0,0,23.9,,,,,,19.2,,0.529149176,
10,0,0,34.6,173.8,25.2,4.333333333333333,0.0,,,0.03333333333333333,0.1547827431,0.5208333333333334
11,0,0,26.5,94.8,,16.1,0.0,3.4,21.8,0.35,1.3955015304,0.34375
12,0,1,31.1,398.4,17.6,16.400000000000002,0.3333333333333333,1.01,21.3,0.22023809523809523,0.1547827431,0.8020833333333334
13,0,1,27.4,280.8,278.4,19.0,0.0,1.02,21.7,0.020833333333333332,0.80291736,0.875
14,0,0,32.3,243.0,108.0,13.800000000000002,0.0,,19.6,0.09722222222222221,1.3971281353,0.6041666666666666
15,0,0,34.9,162.0,,0.65,0.0,2.26,20.2,0.0,1.7492877441999999,0.275
16,0,0,33.7,31.6,27.9,5.666666666666667,0.0,,19.9,0.0,0.5663337206,0.13541666666666666
17,0,0,25.4,,,,,,,,1.3224260173,
18,0,0,33.8,66.0,5.2,7.65,0.0,3.21,20.0,0.0,1.0542549417,0.171875
19,0,1,26.8,347.2,347.2,18.96666666666667,0.25,4.37,20.1,0.3125,1.081859506,1.0
20,0,1,23.0,223.6,223.6,17.2,0.0,1.06,19.3,0.15384615384615385,1.0542549417,0.8125
21,0,0,24.8,60.5,60.5,12.1,0.0,,20.1,0.0,0.5663337206,0.3125
22,0,1,29.2,284.8,252.8,14.666666666666666,0.0,2.04,20.4,0.0625,1.5893643043999999,0.9791666666666666
23,1,1,24.7,340.8,330.0,22.666666666666668,0.6666666666666666,1.12,20.0,0.3549603174603175,1.1363971377,0.7916666666666666
24,0,1,41.4,347.2,228.8,19.400000000000002,0.6666666666666666,2.01,19.6,0.16085858585858584,1.2958184643,0.9270833333333334
25,0,1,22.6,71.0,71.0,14.2,0.0,2.1,18.8,0.0,0.529149176,0.3125
26,0,1,23.1,81.9,81.9,9.1,0.0,1.15,21.3,0.0,0.1972780629,0.5625
27,0,0,24.7,,,,,5.28,,,2.0395018190000003,
28,0,1,24.0,229.6,229.6,16.4,0.0,6.05,21.3,0.0,0.613354873,0.875
29,0,0,28.9,1.6,-0.5,0.75,0.0,6.38,22.1,0.0,1.3971281353,0.1875
30,0,0,29.7,163.8,,2.1999999999999997,0.0,2.07,19.9,0.0,2.0651604843,0.2875
31,0,0,27.5,220.5,220.5,9.266666666666667,0.0,3.29,21.7,0.1722222222222222,0.691655632,0.59375
32,0,0,24.1,,,,,6.1,23.4,,0.613354873,
33,0,0,21.8,,,,,2.21,18.1,,0.80291736,
34,0,0,26.4,328.0,328.0,18.599999999999998,0.2,1.01,19.7,0.07677738927738928,1.2958184643,0.9
35,0,1,25.6,318.4,264.0,17.966666666666665,0.25,1.01,18.9,0.10555555555555556,1.311421597,0.84375
36,0,0,23.8,-0.6,-0.6,-0.2,0.0,4.31,19.1,0.0,0.1547827431,0.1875
37,0,0,27.1,84.8,61.2,15.5,0.0,6.32,18.4,0.29166666666666663,0.529149176,0.34375
38,0,1,28.6,256.0,256.0,15.866666666666667,0.0,2.3,19.8,0.07638888888888888,1.3955015304,0.4166666666666667
39,0,1,23.5,,,,,1.01,21.7,,1.3433576617,
40,0,0,35.4,275.2,88.0,13.066666666666668,0.0,1.18,21.6,0.020833333333333332,0.3696471813,0.78125
41,0,0,33.6,5.7,,1.25,0.0,6.3,21.8,0.0,1.0542549417,0.15
42,0,0,24.6,,,,,,20.9,,1.311421597,
43,1,1,24.0,291.2,291.2,18.2,0.0,1.07,20.3,0.6145833333333333,0.9675985626,0.875
44,0,0,25.4,2.0,,0.4,0.0,4.29,19.6,0.0,0.462750911,0.3125
45,1,0,22.2,,,,,1.06,18.5,,2.0395018190000003,
46,0,0,23.3,,,,,,,,0.529149176,
47,1,1,31.799999999999997,312.0,249.0,17.566666666666666,0.3333333333333333,4.07,21.0,0.12638888888888888,1.674383238,0.8854166666666666
48,0,0,24.2,193.7,193.7,14.100000000000001,0.0,,18.5,0.3269230769230769,0.1972780629,0.46875
49,1,1,22.8,291.2,291.2,18.2,0.0,1.01,21.1,0.25,1.3224260173,1.0
50,1,1,23.4,423.0,423.0,19.1,0.5,1.32,18.7,0.38958333333333334,0.820716865,0.96875
51,0,0,24.5,,,,,7.31,20.8,,1.329435846,
52,0,0,26.6,268.5,86.8,13.5,0.0,1.02,18.9,0.15873015873015872,1.5893643043999999,0.7875
53,0,0,24.9,118.0,118.0,11.8,0.0,3.12,20.1,0.0,0.462750911,0.625
54,0,0,29.7,84.7,9.0,12.8,0.0,4.01,20.0,0.0,0.9675985626,0.175
55,0,1,35.1,356.8,279.0,18.633333333333333,0.3333333333333333,1.03,20.3,0.08472222222222221,1.5121190163,0.9895833333333334
56,0,0,39.0,32.0,32.0,3.2,0.0,3.27,21.2,0.0,1.5121190163,0.175
57,0,1,32.3,302.4,171.2,17.599999999999998,0.16666666666666666,1.01,19.6,0.0,0.5663337206,0.9166666666666666
58,0,0,30.5,166.4,4.2,5.766666666666667,0.0,3.11,21.7,0.0,0.613354873,0.2916666666666667
