,id,0,1,Full Name,Team,starter
51,Ryan Fitzpatrick,0.9926212,0.007378807,Ryan Fitzpatrick,Tampa Bay Buccaneers,0
52,Blaine Gabbert,0.99273974,0.007260286,Blaine Gabbert,Arizona Cardinals,0
53,Sam Bradford,0.9928264,0.0071735773,Sam Bradford,Minnesota Vikings,0
54,Derek Anderson,0.9928303,0.007169723,Derek Anderson,Carolina Panthers,0
55,Chad Henne,0.9928303,0.007169723,Chad Henne,Jacksonville Jaguars,0
56,Drew Stanton,0.9928303,0.007169723,Drew Stanton,Arizona Cardinals,0
57,Matt Cassel,0.9928303,0.007169723,Matt Cassel,Tennessee Titans,0
58,Brock Osweiler,0.9934492,0.0065507833,Brock Osweiler,Denver Broncos,0
59,Tyler Bray,0.993635,0.0063650124,Tyler Bray,Kansas City Chiefs,0
60,Landry Jones,0.993635,0.0063650124,Landry Jones,Pittsburgh Steelers,0
61,Austin Davis,0.993635,0.0063650124,Austin Davis,Seattle Seahawks,0
62,Brett Hundley,0.993635,0.0063650124,Brett Hundley,Green Bay Packers,0
63,Joe Callahan,0.993635,0.0063650124,Joe Callahan,Green Bay Packers,0
64,Jimmy Garoppolo,0.993635,0.0063650124,Jimmy Garoppolo,New England Patriots,0
65,Ryan Mallett,0.993635,0.0063650124,Ryan Mallett,Baltimore Ravens,0
66,Jake Rudock,0.993635,0.0063650124,Jake Rudock,Detroit Lions,0
67,Taylor Heinicke,0.993635,0.0063650124,Taylor Heinicke,New England Patriots,0
68,Geno Smith,0.993635,0.0063650124,Geno Smith,New York Giants,0
69,Nate Sudfeld,0.993635,0.0063650124,Nate Sudfeld,Philadelphia Eagles,0
70,Nick Foles,0.993635,0.0063650124,Nick Foles,Philadelphia Eagles,0
71,Cody Kessler,0.993635,0.0063650124,Cody Kessler,Cleveland Browns,0
72,A.J. McCarron,0.993635,0.0063650124,A.J. McCarron,Cincinnati Bengals,0
